NCF,NCL,IUD,OC,freq
4.25012858322236,5.35464364401198,4.77720004077881,5.12517214426309,3
3.82983900127176,4.82010990953057,4.30244591222613,4.59847044369772,3.25
3.47785843339611,4.37290218331351,3.90506149858099,4.15920366007821,3.5
3.17931200323501,3.9939382086927,3.56816816278121,3.78805753451462,3.75
2.92328369234966,3.66922752555095,3.27938550866562,3.47091334425555,4
2.70159351459307,3.3882954831473,3.02944046275371,3.19722950883913,4.25
2.50799890275216,3.14315489658474,2.81125930427886,2.95898852692682,4.5
2.33765869659036,2.92761641870192,2.61935852046759,2.74999261505653,4.75
2.18676464722436,2.73681480691494,2.44942620481078,2.56538103994651,5
2.05228264606328,2.5668764951592,2.29802821275143,2.40129220344325,5.25
1.93176753116725,2.41468185187645,2.1623979438088,2.25462250439953,5.5
1.82322827793641,2.27769223294305,2.04028336899891,2.12285128462441,5.75
1.72502834897469,2.15382222055358,1.92983399163886,2.00391176618441,6
1.63581100078135,2.0413439164485,1.8295161447045,1.89609455131143,6.25
1.55444258210977,1.93881432992597,1.73804871006575,1.7979745400146,6.5
1.4799689875352,1.84501964289868,1.65435376547598,1.70835493053345,6.75
1.41158185543186,1.75893196949911,1.57751828583113,1.62622384532342,7
1.34859207050641,1.67967547695272,1.5067641286388,1.55072040110251,7.25
1.29040880256327,1.60649959797419,1.4414242965836,1.48110792198352,7.5
1.23652278426395,1.53875767042244,1.38092400515178,1.4167526111177,7.75
1.18649286548767,1.47588977011311,1.32476546351177,1.35710643353624,8
1.13993512282549,1.4174088120518,1.27251555036303,1.30169327688572,8.25
1.09651397806554,1.3628892203807,1.22379576546164,1.25009768484097,8.5
1.05593490847297,1.31195763276043,1.1782739838523,1.20195562542815,8.75
1.01793842744511,1.26428522773436,1.13565764849652,1.15694688065271,9
0.982295085927055,1.21958135566717,1.09568811843109,1.11478873675409,9.25
0.948801299274626,1.17758822343091,1.05813595117175,1.07523072457195,9.5
0.917275845656118,1.13807643604637,1.02279694502088,1.03805021292113,9.75
0.887556913898741,1.10084123922332,0.989488803002726,1.00304869885192,10
0.85949960331083,1.06569933826253,0.958048308059053,0.970048670343604,10.25
0.832973797203052,1.03248619333859,0.92832892088601,0.938890941626836,10.5
0.80786234688796,1.00105371044091,0.900198728850925,0.909432380639776,10.75
0.78405951482198,0.971268262446361,0.873538687890464,0.881543963343303,11
0.761469634990828,0.943008986859613,0.848241109979485,0.855109101690438,11.25
0.740005956174637,0.916166316386166,0.824208357292832,0.830022201669908,11.5
0.71958963977814,0.890640706230286,0.801351711031047,0.806187415560473,11.75
0.700148888792022,0.866341528243066,0.779590388406178,0.783517558751128,12
0.681618188408831,0.843186107097971,0.758850685762826,0.761933166518076,12.25
0.663937642040243,0.821098877785344,0.739065229457552,0.74136167024638,12.5
0.647052389119895,0.800010647082492,0.720172319103936,0.721736675932485,12.75
0.630912093243011,0.779857944420272,0.7021153502423,0.702997330551772,13
0.615470490981939,0.760582449847084,0.684842305515532,0.685087764139982,13.25
0.60068499319754,0.742130488679091,0.668305305107301,0.667956597311006,13.5
0.586516331897463,0.724452583994666,0.652460208591199,0.651556505489557,13.75
0.572928246719555,0.70750305943997,0.63726626150084,0.635843832434199,14
0.559887205978701,0.691239685908241,0.622685780903283,0.620778246710986,14.25
0.547362157937875,0.675623366575541,0.608683875074908,0.606322435688317,14.5
0.535324308573096,0.660617855551076,0.595228193067105,0.592441832390082,14.75
0.523746922616734,0.646189506055479,0.582288700530881,0.579104371191509,15
0.512605145100071,0.632307044595964,0.569837478662731,0.566280268890471,15.25
0.501875840987193,0.618941368079528,0.557848543553457,0.553941828152865,15.5
0.491537450808756,0.606065361208014,0.546297683579205,0.542063260727563,15.75
0.481569860474824,0.593653731843042,0.535162312779649,0.530620528165468,16
0.471954283677889,0.581682862323771,0.52442133843031,0.519591198067591,16.25
0.46267315549663,0.570130674973971,0.514055041241116,0.508954314136405,16.5
0.45371003598265,0.558976510253136,0.5040449668073,0.498690278519323,16.75
0.445049522660786,0.548201016194896,0.494373827106168,0.488780745118346,17
0.436677171001946,0.537786047939055,0.485025410978211,0.479208522700056,17.25
0.428579422038764,0.527714576305044,0.475984502656749,0.469957486778882,17.5
0.42074353639117,0.517970604477505,0.46723680751952,0.461012499367158,17.75
0.413157534053285,0.508539091981788,0.458768884330819,0.452359335790398,18
0.405810139366646,0.499405885220582,0.450568083325851,0.443984617857713,18.25
0.398690730669135,0.490557653924604,0.442622489561568,0.435875752757289,18.5
0.391789294165377,0.481981832941835,0.434920871021933,0.428020877116852,18.75
0.385096381613902,0.473666568852633,0.427452631021383,0.420408805730471,19
0.378603071469887,0.465600670953278,0.420207764499409,0.413028984507036,19.25
0.372300933160673,0.457773566199171,0.413176817842422,0.405871447243255,19.5
0.366181994205091,0.450175257741847,0.406350851907277,0.398926775865922,19.75
0.360238709917571,0.442796286731874,0.399721407954564,0.392186063825244,20
0.35446393546449,0.435627697093356,0.393280476229656,0.385640882353724,20.25
0.348850900063724,0.42866100300548,0.387020466956004,0.379283249334171,20.5
0.343393183139221,0.421888158853041,0.380934183528693,0.373105600546116,20.75
0.338084692260988,0.41530153143137,0.375014797717195,0.367100763082855,21
0.332919642717412,0.408893874212045,0.369255826704914,0.361261930751682,21.25
0.32789253858159,0.402658303494456,0.36365111180971,0.355582641288076,21.5
0.322998155146503,0.39658827628497,0.358194798744471,0.350056755230807,21.75
0.318231522615676,0.390677569760375,0.352881319290075,0.344678436319426,22
0.313587910946504,0.384920262185637,0.347705374264956,0.339442133288591,22.25
